Player name,Age,club,market value,League,position
Petar Stojanović,27,UC Sampdoria,2.3,Serie B,Right-Back
Zinedine Ferhat,30,Angers SCO,2.3,Ligue 2,Right Winger
Carlos Strandberg,27,Hatayspor,2.3,Süper Lig,Right Winger
Álvaro González,33,Al-Qadsiah FC,2.3,Saudi First Division League,Centre-Back
Tatsuhiro Sakamoto,26,Coventry City,1.0,Championship,Right Midfield
Gonzalo Piovi,29,CD Cruz Azul,2.0,Liga MX Apertura,Left-Back
Ilias Koutsoupias,22,Benevento Calcio,1.3,Serie C - C,Central Midfield
Reda Slim,23,El Ahly Cairo,2.2,Premier League,Right Winger
Christoph Klarer,23,SV Darmstadt 98,2.2,Bundesliga,Centre-Back
Omer Atzili,29,Al-Ain FC,2.2,UAE Pro League,Right Winger
Nana Boateng,29,Jeonbuk Hyundai Motors,2.2,K League 1,Defensive Midfield
Juan Portilla,25,CA Talleres,2.2,Liga Profesional,Central Midfield
Mirko Antonucci,24,Spezia Calcio,2.2,Serie B,Attacking Midfield
Ben Pearson,28,Stoke City,2.2,Championship,Defensive Midfield
Matteo Ricci,29,UC Sampdoria,2.2,Serie B,Defensive Midfield
Haris Tabakovic,29,Hertha BSC,2.2,2. Bundesliga,Centre-Forward
Filip Benkovic,25,Trabzonspor,2.2,Süper Lig,Centre-Back
Magomed Ozdoev,30,PAOK Thessaloniki,2.2,Super League 1,Central Midfield
Milos Pantovic,20,FK TSC Backa Topola,2.2,Super liga Srbije,Left Winger
Aleksandar Popovic,23,DAC Dunajska Streda,2.2,Nike Liga,Goalkeeper
Pieter Gerkens,28,KAA Gent,2.2,Jupiler Pro League,Central Midfield
Adil Aouchiche,21,Sunderland AFC,2.2,Championship,Attacking Midfield
Mattia Aramu,28,SSC Bari,2.2,Serie B,Attacking Midfield
Koji Miyoshi,26,Birmingham City,2.2,Championship,Attacking Midfield
Elias Cobbaut,25,KV Mechelen,2.2,Jupiler Pro League,Centre-Back
Luke McNally,23,Stoke City,2.2,Championship,Centre-Back
Ibrahim Sissoko,27,AS Saint-Étienne,2.2,Ligue 2,Centre-Forward
Alassane Ndao,26,Istanbulspor,2.2,Süper Lig,Right Winger
Pipa,25,West Bromwich Albion,2.2,Championship,Right-Back
Jay Dasilva,25,Coventry City,2.2,Championship,Left-Back
Joe Bryan,29,Millwall FC,2.2,Championship,Left-Back
Ivan Cavaleiro,29,LOSC Lille,2.2,Ligue 1,Left Winger
Ben Wiles,24,Huddersfield Town,2.2,Championship,Central Midfield
Borja Sainz,22,Norwich City,2.2,Championship,Left Winger
Alfred Gomis,29,FC Lorient,2.2,Ligue 1,Goalkeeper
Borja Garcés,24,Elche CF,2.2,LaLiga2,Centre-Forward
Paulo Victor,22,Ceará Sporting Club,2.2,Série B,Left-Back
Halil Akbunar,29,Pendikspor,2.2,Süper Lig,Right Winger
Cherif Ndiaye,27,Adana Demirspor,2.2,Süper Lig,Centre-Forward
Byron Castillo,28,CF Pachuca,2.2,Liga MX Apertura,Right-Back
Vito van Crooij,27,Al-Wehda FC,2.2,Saudi Pro League,Right Winger
Mbaye Diagne,31,Al-Qadsiah FC,2.2,Saudi First Division League,Centre-Forward
André Carrillo,32,Al-Qadsiah FC,2.2,Saudi First Division League,Attacking Midfield
Andrés Vombergar,28,Ittihad Kalba FC,2.2,UAE Pro League,Centre-Forward
Dermane Karim,19,Lommel SK,0.3,Challenger Pro League,Defensive Midfield
Fernando,31,Al-Jazira (Abu Dhabi),2.1,UAE Pro League,Defensive Midfield
Hyoran,30,Sport Club Internacional,2.1,Série A,Attacking Midfield
Nicolás Fonseca,24,CA River Plate,0.55,Copa de la Liga,Defensive Midfield
Luis Vázquez,22,RSC Anderlecht,2.0,Jupiler Pro League,Centre-Forward
Nazareno Colombo,24,Racing Club,2.0,Copa de la Liga,Centre-Back
Fabio Chiarodia,18,Borussia Mönchengladbach,1.0,Bundesliga,Centre-Back
Maurice Malone,22,FC Basel 1893,1.8,Super League,Centre-Forward
Benedict Hollerbach,22,1.FC Union Berlin,1.2,Bundesliga,Centre-Forward
Sergi Altimira,21,Real Betis Balompié,0.3,LaLiga,Central Midfield
Kassoum Ouattara,19,AS Monaco,0.6,Ligue 1,Left-Back
Jenson Seelt,20,Sunderland AFC,0.6,Championship,Centre-Back
Douglas Mendes,19,Red Bull Salzburg,0.15,Bundesliga,Centre-Back
Etienne Camara,20,Udinese Calcio,0.5,Serie A,Defensive Midfield
Moses Usor,21,LASK,2.0,Bundesliga,Right Winger
Frank Magri,23,FC Toulouse,1.0,Ligue 1,Centre-Forward
Aljosa Vasic,21,Palermo FC,0.8,Serie B,Attacking Midfield
Sebastiano Desplanches,20,Palermo FC,0.8,Serie B,Goalkeeper
Jun-ho Bae,20,Stoke City,0.275,Championship,Attacking Midfield
Alan Minda,20,Cercle Brugge ,0.6,Jupiler Pro League,Left Midfield
Emmanuel Gyasi,29,FC Empoli,2.0,Serie A,Left Winger
Mileta Rajovic,24,Watford FC,1.0,Championship,Centre-Forward
Oussama El Azzouzi,22,Bologna FC 1909,0.8,Serie A,Defensive Midfield
Alberto Cerri,27,Como 1907,2.0,Serie B,Centre-Forward
Simone Scuffet,27,Cagliari Calcio,2.0,Serie A,Goalkeeper
Tommaso Augello,28,Cagliari Calcio,2.0,Serie A,Left-Back
Franco Fagúndez,23,Santos Laguna,1.2,Liga MX Apertura,Second Striker
Lucas Hey,20,FC Nordsjaelland,1.5,Superliga,Centre-Back
Robin Tihi,21,Al-Ahli SC,1.0,Stars League,Centre-Back
Ilan Kebbal,25,Paris FC,2.0,Ligue 2,Attacking Midfield
Monsef Bakrar,22,New York City FC,1.0,MLS,Centre-Forward
Mateusão,19,Shabab Al-Ahli Club,1.0,UAE Pro League,Centre-Forward
Marvin Pieringer,23,1.FC Heidenheim 1846,2.0,Bundesliga,Centre-Forward
Matheus Fernandes,25,Red Bull Bragantino,2.0,Série A,Defensive Midfield
Francisco González Metilli,26,Club Atlético Belgrano,2.0,Liga Profesional,Attacking Midfield
Lukasz Lakomy,22,BSC Young Boys,2.0,Super League,Central Midfield
Nikola Jojic,19,Stoke City,2.0,Championship,Right Winger
Matija Sarkic,26,Millwall FC,2.0,Championship,Goalkeeper
Noah Sadiki,18,Union Saint-Gilloise,2.0,Jupiler Pro League,Defensive Midfield
Sebastian Jörgensen,23,Malmö FF,2.0,Allsvenskan,Right Winger
Dani Cárdenas,26,Rayo Vallecano,2.0,LaLiga,Goalkeeper
Konan N’Dri,22,Oud-Heverlee Leuven,2.0,Jupiler Pro League,Right Winger
André Clóvis,25,Académico Viseu FC,2.0,Liga Sabseg,Centre-Forward
Jawad El Yamiq,31,Al-Wehda FC,2.0,Saudi Pro League,Centre-Back
Santiago Toloza,20,CA Independiente,2.0,Copa de la Liga,Attacking Midfield
Timon Wellenreuther,27,Feyenoord Rotterdam,2.0,Eredivisie,Goalkeeper
Sandro Ramírez,27,UD Las Palmas,2.0,LaLiga,Centre-Forward
Sergi Guardiola,32,Cádiz CF,2.0,LaLiga,Centre-Forward
Lazar Randjelovic,26,Rubin Kazan,2.0,Premier Liga,Right Winger
Koki Machida,25,Union Saint-Gilloise,2.0,Jupiler Pro League,Centre-Back
Javier Altamirano,23,Club Estudiantes de La Plata,2.0,Copa de la Liga,Attacking Midfield
Casper Højer,28,Caykur Rizespor,2.0,Süper Lig,Left-Back
Thomas van den Belt,22,Feyenoord Rotterdam,2.0,Eredivisie,Central Midfield
Sebastián Gómez,27,Coritiba Foot Ball Club,2.0,Série A,Attacking Midfield
Stratos Svarnas,25,Rakow Czestochowa,2.0,Ekstraklasa,Centre-Back
Maximilian Wittek,27,VfL Bochum,2.0,Bundesliga,Left-Back
Marouan Azarkan,21,FC Utrecht,2.0,Eredivisie,Right Winger
Mateo Klimowicz,23,Atlético de San Luis,2.0,Liga MX Apertura,Attacking Midfield
Lino Tempelmann,24,FC Schalke 04,2.0,2. Bundesliga,Central Midfield
Bilal Hussein,23,Hertha BSC,2.0,2. Bundesliga,Central Midfield
Julián López,23,Defensa y Justicia,2.0,Liga Profesional,Defensive Midfield
Noah Sonko Sundberg,27,Ludogorets Razgrad,2.0,efbet Liga,Centre-Back
Maximilian Mittelstädt,26,VfB Stuttgart,2.0,Bundesliga,Left-Back
Halil Dervişoğlu,23,Galatasaray,2.0,Süper Lig,Centre-Forward
Milos Degenek,29,Red Star Belgrade,2.0,Super liga Srbije,Centre-Back
Antonio Palumbo,26,Modena FC,2.0,Serie B,Central Midfield
Emanuel Vignato,23,Pisa Sporting Club,2.0,Serie B,Right Winger
Aarón Herrera,26,D.C. United,2.0,MLS,Right-Back
Santiago Toloza,20,Arsenal Fútbol Club,2.0,Copa de la Liga,Attacking Midfield
Nonato,25,Santos FC,2.0,Série A,Central Midfield
Habib Maïga,28,Ferencvárosi TC,2.0,NB I.,Defensive Midfield
Agustín Martegani,23,US Salernitana 1919,2.0,Serie A,Attacking Midfield
Zé Carlos,21,Vitória Guimarães SC,2.0,Liga Portugal,Right-Back
Fabián Noguera,30,Abha Club,2.0,Saudi Pro League,Centre-Back
Matías Melluso,25,Pafos FC,2.0,Protathlima Cyta,Left-Back
Nick Lima,29,New England Revolution,2.0,MLS,Right-Back
Günay Güvenç,32,Galatasaray,2.0,Süper Lig,Goalkeeper
Slobodan Rubezic,23,Aberdeen FC,2.0,Premiership,Centre-Back
Edwin Cerrillo,22,Los Angeles Galaxy,2.0,MLS,Defensive Midfield
Bryan Acosta,29,Portland Timbers,2.0,MLS,Central Midfield
Franco Ibarra,22,Toronto FC,2.0,MLS,Defensive Midfield
Leart Paçarada,28,1.FC Köln,2.0,Bundesliga,Left-Back
Mohamed Salim Fares,27,Brescia Calcio,2.0,Serie B,Left-Back
Juan-José Perea,23,FC Hansa Rostock,2.0,2. Bundesliga,Centre-Forward
Jean Marcelin,23,FC Girondins Bordeaux,2.0,Ligue 2,Centre-Back
Lukasz Poreba,23,Hamburger SV,2.0,2. Bundesliga,Defensive Midfield
Thomas Delaney,31,RSC Anderlecht,2.0,Jupiler Pro League,Central Midfield
Kasper Schmeichel,36,RSC Anderlecht,2.0,Jupiler Pro League,Goalkeeper
Maximilian Philipp,29,SC Freiburg,2.0,Bundesliga,Second Striker
Jérôme Onguéné,25,Servette FC,2.0,Super League,Centre-Back
Gonçalo Paciência,29,VfL Bochum,2.0,Bundesliga,Centre-Forward
Yvann Maçon,24,Maccabi Tel Aviv,2.0,Ligat ha'Al,Right-Back
Giorgi Beridze,26,Kocaelispor,2.0,1.Lig,Left Winger
Kjell Scherpen,23,SK Sturm Graz,2.0,Bundesliga,Goalkeeper
Kieran Dowell,25,Rangers FC,2.0,Premiership,Attacking Midfield
Edgar Badia,31,Real Zaragoza,2.0,LaLiga2,Goalkeeper
Sinan Bakış,29,Real Zaragoza,2.0,LaLiga2,Centre-Forward
Toni Fruk,22,HNK Rijeka,2.0,SuperSport HNL,Attacking Midfield
Filip Helander,30,Odense Boldklub,2.0,Superliga,Centre-Back
Sam Lammers,26,FC Utrecht,2.0,Eredivisie,Centre-Forward
Oscar Fraulo,19,FC Utrecht,2.0,Eredivisie,Central Midfield
Yankuba Minteh,18,Feyenoord Rotterdam,2.0,Eredivisie,Right Winger
Filip Dagerstal,26,Lech Poznan,2.0,Ekstraklasa,Centre-Back
Gauthier Gallon,30,Stade Rennais FC,2.0,Ligue 1,Goalkeeper
Riccardo Saponara,31,Hellas Verona,2.0,Serie A,Attacking Midfield
Jackson Tchatchoua,21,Hellas Verona,2.0,Serie A,Right Midfield
Tomas Suslov,21,Hellas Verona,2.0,Serie A,Attacking Midfield
Ismaïl Aaneba,24,Ferencvárosi TC,2.0,NB I.,Centre-Back
Siriki Dembélé,26,Birmingham City,2.0,Championship,Left Winger
Andriy Yarmolenko,33,Dynamo Kyiv,2.0,Premier Liga,Right Winger
Christophe Hérelle,31,FC Metz,2.0,Ligue 1,Centre-Back
Joni Montiel,24,Real Valladolid CF,2.0,LaLiga2,Attacking Midfield
Rhys Williams,22,Aberdeen FC,2.0,Premiership,Centre-Back
Ivor Pandur,23,Fortuna Sittard,2.0,Eredivisie,Goalkeeper
Marko Lazetic,19,Fortuna Sittard,2.0,Eredivisie,Centre-Forward
Luke Mbete,19,FC Den Bosch,2.0,Keuken Kampioen Divisie,Centre-Back
Pablo Rodríguez,22,Ascoli Calcio,2.0,Serie B,Second Striker
Maduka Okoye,23,Udinese Calcio,2.0,Serie A,Goalkeeper
Nicolas Haas,27,FC Luzern,2.0,Super League,Central Midfield
Filip Uremovic,26,HNK Hajduk Split,2.0,SuperSport HNL,Centre-Back
Rober González,22,NEC Nijmegen,2.0,Eredivisie,Attacking Midfield
Alexis Tibidi,19,NEC Nijmegen,2.0,Eredivisie,Left Winger
Chiquinho,23,Stoke City,2.0,Championship,Left Winger
Mark Travers,24,Stoke City,2.0,Championship,Goalkeeper
Diego Costa,34,Botafogo de Futebol e Regatas,2.0,Série A,Centre-Forward
Britt Assombalonga,30,Antalyaspor,2.0,Süper Lig,Centre-Forward
Marco Kana,21,KV Kortrijk,2.0,Jupiler Pro League,Defensive Midfield
Mounaïm El Idrissy,24,KV Kortrijk,2.0,Jupiler Pro League,Centre-Forward
Loren Morón,29,Aris Thessaloniki,2.0,Super League 1,Centre-Forward
Florian Tardieu,31,AS Saint-Étienne,2.0,Ligue 2,Central Midfield
Diego Moreira,18,Chelsea FC,2.0,Premier League,Left Winger
Jessy Deminguet,25,RC Strasbourg Alsace,2.0,Ligue 1,Central Midfield
Panagiotis Retsos,24,Olympiacos Piraeus,2.0,Super League 1,Centre-Back
Yoann Cathline,21,Almere City FC,2.0,Eredivisie,Left Winger
Loïc Mbe Soh,22,Almere City FC,2.0,Eredivisie,Centre-Back
Yoann Salmier,30,Le Havre AC,2.0,Ligue 1,Centre-Back
Szymon Zurkowski,26,FC Empoli,2.0,Serie A,Central Midfield
Alberto Grassi,28,FC Empoli,2.0,Serie A,Defensive Midfield
Garry Rodrigues,32,MKE Ankaragücü,2.0,Süper Lig,Left Winger
Nacer Chadli,34,KVC Westerlo,2.0,Jupiler Pro League,Left Winger
Jonny Evans,35,Manchester United,2.0,Premier League,Centre-Back
James Beadle,18,Oxford United,2.0,League One,Goalkeeper
Lorenzo Venuti,28,US Lecce,2.0,Serie A,Right-Back
Brooke Norton-Cuffy,19,Millwall FC,2.0,Championship,Right Midfield
Chiedozie Ogbene,26,Luton Town,2.0,Premier League,Right Winger
Teden Mengi,21,Luton Town,2.0,Premier League,Centre-Back
Filip Stankovic,21,UC Sampdoria,2.0,Serie B,Goalkeeper
Gonçalo Esteves,19,AZ Alkmaar,2.0,Eredivisie,Right-Back
Arthur Okonkwo,21,Wrexham AFC,2.0,League Two,Goalkeeper
Jack Stacey,27,Norwich City,2.0,Championship,Right-Back
Shane Duffy,31,Norwich City,2.0,Championship,Centre-Back
Miguel de la Fuente,23,CD Leganés,2.0,LaLiga2,Centre-Forward
Duván Vergara,26,Santos Laguna,2.0,Liga MX Apertura,Left Winger
Sergio León,34,Elche CF,2.0,LaLiga2,Centre-Forward
Eric Remedi,28,CA San Lorenzo de Almagro,2.0,Liga Profesional,Defensive Midfield
Jesús Angulo,26,Deportivo Toluca,2.0,Liga MX Apertura,Attacking Midfield
Gastón Lodico,25,Instituto AC Córdoba,2.0,Liga Profesional,Central Midfield
Franco Vázquez,34,US Cremonese,2.0,Serie B,Attacking Midfield
Ashley Phillips,18,Plymouth Argyle,2.0,Championship,Centre-Back
David Barbona,28,Defensa y Justicia,2.0,Liga Profesional,Right Winger
Mateo Tanlongo,20,Rio Ave FC,2.0,Liga Portugal,Defensive Midfield
Harvey Vale,19,Bristol Rovers,2.0,League One,Attacking Midfield
Neeskens Kebano,31,Al-Jazira (Abu Dhabi),2.0,UAE Pro League,Left Winger
Maxence Prévot,26,Oud-Heverlee Leuven,2.0,Jupiler Pro League,Goalkeeper
Diego Valencia,23,Atromitos Athens,2.0,Super League 1,Centre-Forward
Valeri Qazaishvili,30,Shandong Taishan,2.0,Super League,Left Winger
Stéphane Bahoken,31,Kayserispor,2.0,Süper Lig,Centre-Forward
Sequeira,32,Pendikspor,2.0,Süper Lig,Left-Back
Nathan,21,FC Famalicão,2.0,Liga Portugal,Right-Back
Chiquinho,23,FC Famalicão,2.0,Liga Portugal,Left Winger
Cristian Calderón,26,CF América,2.0,Liga MX Apertura,Left-Back
Jordan Amavi,29,Stade Brestois 29,2.0,Ligue 1,Left-Back
Julien Le Cardinal,26,Stade Brestois 29,2.0,Ligue 1,Right-Back
Ruan,28,CF Montréal,2.0,MLS,Right-Back
Alan Medina,25,Club León FC,2.0,Liga MX Apertura,Right Winger
Facundo Batista,24,Querétaro FC,2.0,Liga MX Apertura,Centre-Forward
Jordan Sierra,26,Querétaro FC,2.0,Liga MX Apertura,Central Midfield
Kento Hashimoto,30,SD Huesca,2.0,LaLiga2,Defensive Midfield
Sofiane Hanni,32,Al-Khor SC,2.0,N/A,Attacking Midfield
Manolo Gabbiadini,31,Al-Nasr SC (UAE),2.0,UAE Pro League,Centre-Forward
Hossein Kanaani,29,Persepolis FC,2.0,Persian Gulf Pro League,Centre-Back
Mohamed Badamosi,24,FK Cukaricki,2.0,Super liga Srbije,Centre-Forward
Kerem Atakan Kesgin,22,Fatih Karagümrük,2.0,Süper Lig,Central Midfield
Fede Vico,29,Asteras Tripolis,2.0,Super League 1,Attacking Midfield
Mehdi Abeid,30,Basaksehir FK,2.0,Süper Lig,Central Midfield
Jason,28,FC Arouca,2.0,Liga Portugal,Right Winger
Eduardo Aguirre,24,Atlas Guadalajara,2.0,Liga MX Apertura,Centre-Forward
Jordy Caicedo,25,Atlas Guadalajara,2.0,Liga MX Apertura,Centre-Forward
Asier Illarramendi,33,FC Dallas,2.0,MLS,Defensive Midfield
Pol Lirola,26,Frosinone Calcio,2.0,Serie A,Right-Back
Reinier,21,Frosinone Calcio,2.0,Serie A,Attacking Midfield
Mohamed Badamosi,24,Al-Hazem SC,2.0,Saudi Pro League,Centre-Forward
Luciano Juba,24,Esporte Clube Bahia,2.0,Série A,Left Winger
José Marsà,21,FC Andorra,2.0,LaLiga2,Centre-Back
Pione Sisto,28,Alanyaspor,2.0,Süper Lig,Left Winger
Jesús Vallejo,26,Granada CF,2.0,LaLiga,Centre-Back
Wilson Manafá,29,Granada CF,2.0,LaLiga,Right-Back
Caden Clark,20,Vendsyssel FF,2.0,1.Division,Attacking Midfield
Lucas Crispim,29,Buriram United,2.0,Thai League,Attacking Midfield
Hamza Sakhi,27,Melbourne City FC,2.0,A-League Men,Attacking Midfield
Saîf-Eddine Khaoui,28,Khor Fakkan SSC,2.0,UAE Pro League,Attacking Midfield
Rochinha,28,Al-Markhiya SC,2.0,Stars League,Left Winger
Matías Godoy,21,CA Central Córdoba (SdE),2.0,Liga Profesional,Centre-Forward
Petar Bockaj,27,Pafos FC,2.0,Protathlima Cyta,Left-Back
Alef Manga,28,Pafos FC,2.0,Protathlima Cyta,Left Winger
José Abella,29,FC Juárez,2.0,Liga MX Apertura,Right-Back
Moussa Doumbia,28,Al-Adalah FC,2.0,Saudi First Division League,Left Winger
Luka Milivojevic,32,Shabab Al-Ahli Club,2.0,UAE Pro League,Defensive Midfield
Saleh Al-Amri,29,Al-Ittihad Club,1.0,Saudi Pro League,Left Winger
Piero Quispe,22,UNAM Pumas,1.3,Liga MX Apertura,Attacking Midfield
Rodrigo Saravia,23,FK Rostov,1.3,Premier Liga,Defensive Midfield
Mika Mármol,22,UD Las Palmas,1.2,LaLiga,Centre-Back
Lucas Esquivel,21,Club Athletico Paranaense,1.0,Série A,Left-Back
Reda Khadra,22,Stade Reims,1.4,Ligue 1,Attacking Midfield
İrfan Can Eğribayat,25,Fenerbahce,1.9,Süper Lig,Goalkeeper
Arnaud Lusamba,26,Pendikspor,1.9,Süper Lig,Central Midfield
Chanathip Songkrasin,29,BG Pathum United,1.0,Thai League,Attacking Midfield
Braian Romero,32,CA Vélez Sarsfield,1.8,Copa de la Liga,Centre-Forward
Milton Giménez,26,CA Banfield,1.8,Copa de la Liga,Centre-Forward
Gabriel Ávalos,33,CA Independiente,1.5,Liga Profesional,Centre-Forward
Fraser Hornby,23,SV Darmstadt 98,1.0,Bundesliga,Centre-Forward
Marcelo Saracchi,25,CA Boca Juniors,1.5,Copa de la Liga,Left-Back
Ali Gholizadeh,27,Lech Poznan,1.8,Ekstraklasa,Right Winger
Chukwubuikem Ikwuemesi,22,US Salernitana 1919,0.5,Serie A,Centre-Forward
Leandro Morgalla,18,Red Bull Salzburg,1.5,Bundesliga,Right-Back
Mateo Ponte,20,Botafogo de Futebol e Regatas,1.0,Série A,Right-Back
Nelson Palacio,22,Real Salt Lake City,0.8,MLS,Central Midfield
Moisés,27,Fortaleza Esporte Clube,1.3,Série A,Left Winger
Sergio Córdova,26,Alanyaspor,1.5,Süper Lig,Centre-Forward
Siren Diao,18,Atalanta U23,1.5,Serie C - A,Centre-Forward
Jack Taylor,25,Ipswich Town,1.8,Championship,Central Midfield
Nikola Cumic,24,Rubin Kazan,1.8,Premier Liga,Right Winger
Gustavo Henrique,30,Fenerbahce,1.8,Süper Lig,Centre-Back
Mohamed Sherif,27,Al-Khaleej FC,1.8,Saudi Pro League,Centre-Forward
Allan Sousa,26,Al-Ula FC,1.8,N/A,Right Winger
Federico Di Francesco,29,Palermo FC,1.8,Serie B,Left Winger
Eric Meza,24,Club Estudiantes de La Plata,1.8,Liga Profesional,Right-Back
Lasse Berg Johnsen,23,Malmö FF,1.8,Allsvenskan,Central Midfield
Roberto Insigne,29,Palermo FC,1.8,Serie B,Right Winger
Mateo García,26,Atlas Guadalajara,1.8,Liga MX Apertura,Right Winger
Alexis Canelo,31,CA Independiente,1.8,Copa de la Liga,Centre-Forward
Mostafa Fathi,29,Pyramids FC,1.8,Premier League,Right Winger
Erdoğan Yeşilyurt,29,Antalyaspor,1.8,Süper Lig,Right Winger
Filippo Ranocchia,22,FC Empoli,1.8,Serie A,Central Midfield
Omar Govea,27,CF Monterrey,1.8,Liga MX Apertura,Defensive Midfield
Antônio Carlos,30,Fluminense Football Club,1.8,Série A,Centre-Back
Yuri Matias,28,Neftchi Baku,1.8,Premyer Liqa,Centre-Back
Guillermo Soto,29,Baltika Kaliningrad,1.8,Premier Liga,Right-Back
Germán Conti,29,CA Colon,1.8,Copa de la Liga,Centre-Back
Lisandro Magallán,29,UNAM Pumas,1.8,Liga MX Apertura,Centre-Back
Gaëtan Poussin,24,Real Zaragoza,1.8,LaLiga2,Goalkeeper
Rodrigues,26,San Jose Earthquakes,1.8,MLS,Centre-Back
Miha Blazic,30,Lech Poznan,1.8,Ekstraklasa,Centre-Back
Marc Gual,27,Legia Warszawa,1.8,Ekstraklasa,Centre-Forward
Filip Djuricic,31,Panathinaikos FC,1.8,Super League 1,Attacking Midfield
Bersant Celina,27,AIK Solna,1.8,Allsvenskan,Attacking Midfield
Ibrahim Cissé,27,Ferencvárosi TC,1.8,NB I.,Centre-Back
Bradley Dack,29,Sunderland AFC,1.8,Championship,Attacking Midfield
Saad Agouzoul,25,AJ Auxerre,1.8,Ligue 2,Centre-Back
Lewis Fiorini,21,Charlton Athletic,1.8,League One,Central Midfield
Gustavo Henrique,30,Real Valladolid CF,1.8,LaLiga2,Centre-Back
Domingos Quina,23,Udinese Calcio,1.8,Serie A,Central Midfield
Marley Aké,22,Udinese Calcio,1.8,Serie A,Left Winger
Ebrima Darboe,22,LASK,1.8,Bundesliga,Defensive Midfield
Maren Haile-Selassie,24,Chicago Fire FC,1.8,MLS,Left Midfield
Duane Holmes,28,Preston North End,1.8,Championship,Attacking Midfield
Sheyi Ojo,26,KV Kortrijk,1.8,Jupiler Pro League,Right Winger
Josh Bowler,24,Cardiff City,1.8,Championship,Right Winger
Birger Verstraete,29,Aris Thessaloniki,1.8,Super League 1,Defensive Midfield
Morgan Rogers,20,Middlesbrough FC,1.8,Championship,Left Winger
Dane Scarlett,19,Ipswich Town,1.8,Championship,Centre-Forward
Patryk Klimala,25,Slask Wroclaw,1.8,Ekstraklasa,Centre-Forward
Jhoanner Chávez,21,RC Lens,1.8,Ligue 1,Left-Back
Veljko Simic,28,Omonia Nicosia,1.8,Protathlima Cyta,Left Winger
Akinkunmi Amoo,21,Omonia Nicosia,1.8,Protathlima Cyta,Right Winger
Dimitri Payet,36,Clube de Regatas Vasco da Gama,1.8,Série A,Attacking Midfield
Franco Calderón,25,Club Universidad de Chile,1.8,Primera División,Centre-Back
Steve Cook,32,Queens Park Rangers,1.8,Championship,Centre-Back
Kike García,33,Deportivo Alavés,1.8,LaLiga,Centre-Forward
Braian Samudio,27,Club Necaxa,1.8,Liga MX Apertura,Left Winger
Ignacio Maestro Puch,20,CA Independiente,1.8,Liga Profesional,Centre-Forward
Federico Girotti,24,CA San Lorenzo de Almagro,1.8,Copa de la Liga,Centre-Forward
Robert Morales,24,Deportivo Toluca,1.8,Liga MX Apertura,Centre-Forward
Pedro Mendes,32,CF Estrela Amadora SAD,1.8,Liga Portugal,Centre-Back
Alexander Callens,31,AEK Athens,1.8,Super League 1,Centre-Back
Romario Ibarra,28,Real Oviedo,1.8,LaLiga2,Left Winger
Florian Miguel,26,Oud-Heverlee Leuven,1.8,Jupiler Pro League,Left-Back
Pedrinho,23,América Futebol Clube (MG),1.8,Série A,Left Winger
Renato Kayzer,27,América Futebol Clube (MG),1.8,Série A,Centre-Forward
Tom Lacoux,21,FC Famalicão,1.8,Liga Portugal,Defensive Midfield
Ander Capa,31,Levante UD,1.8,LaLiga2,Right-Back
Giuseppe Ambrosino,19,US Catanzaro,1.8,Serie B,Centre-Forward
Ivan,26,Sport Club Internacional,1.8,Série A,Goalkeeper
Kevin Lasagna,31,Fatih Karagümrük,1.8,Süper Lig,Centre-Forward
Léo Cittadini,29,Esporte Clube Bahia,1.8,Série A,Central Midfield
Samuel Bastien,26,Kasimpasa,1.8,Süper Lig,Central Midfield
Diego Barbosa,26,Club Tijuana,1.8,Liga MX Apertura,Right-Back
Kevin Balanta,26,Club Tijuana,1.8,Liga MX Apertura,Centre-Back
Odion Ighalo,34,Al-Wehda FC,1.8,Saudi Pro League,Centre-Forward
Birama Touré,31,Al-Riyadh SC,1.8,Saudi Pro League,Defensive Midfield
Andre Gray,32,Al-Riyadh SC,1.8,Saudi Pro League,Centre-Forward
Hamidou Traore,26,Al-Safa FC,1.8,Saudi First Division League,Defensive Midfield
Brecht Dejaegere,32,Charlotte FC,1.8,MLS,Central Midfield
Andy Irving,23,West Ham United,0.8,Premier League,Central Midfield
George Hirst,24,Ipswich Town,0.8,Championship,Centre-Forward
Adedire Mebude,19,KVC Westerlo,,Jupiler Pro League,Right Winger
Marco Tilio,21,Celtic FC,1.0,Premiership,Right Winger
Alan Lescano,21,AA Argentinos Juniors,1.5,Copa de la Liga,Central Midfield
Konrad Michalak,25,Ohod Club,1.7,Saudi First Division League,Right Winger
Tayfur Bingöl,30,Besiktas JK,1.7,Süper Lig,Right-Back
Leopold Wahlstedt,24,Blackburn Rovers,1.7,Championship,Goalkeeper
Albian Ajeti,26,Gaziantep FK,1.7,Süper Lig,Centre-Forward
Lamine Diack,22,FC Nantes,1.7,Ligue 1,Defensive Midfield
Nicolas Vouilloz,22,FC Basel 1893,1.7,Super League,Centre-Back
Filip Stojilkovic,23,1.FC Kaiserslautern,1.7,2. Bundesliga,Centre-Forward
Andrija Majdevac,26,Debreceni VSC,1.7,NB I.,Centre-Forward
Luca Pfeiffer,26,SV Darmstadt 98,1.7,Bundesliga,Centre-Forward
Marko Pjaca,28,HNK Rijeka,1.7,SuperSport HNL,Left Winger
Liam Millar,23,Preston North End,1.7,Championship,Left Winger
Kasper Junker,29,Nagoya Grampus,1.7,J1 League,Centre-Forward
